CustomerID,Country,State,City,Zip Code,Phone Number,Lat Long,Gender,Senior Citizen,Age,Birthday,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Number of Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason,Name,Churn Score
2332-EFBJY,United States,California,Sherman Oaks,91403,555-638-4133,"34.147149, -118.463365",Male,No,59,2/27,No,No,16,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,1,3438,Lack of self-service on Website,Michael Ware,73
1777-JYQPJ,United States,California,Colfax,95713,555-886-6181,"39.084645, -120.894014",Male,No,36,9/2,No,No,2,No,No phone service,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0,2515,,Kenneth Heavner,24
5173-ZXXXL,United States,California,Orange,92869,555-736-7464,"33.792791, -117.789749",Male,No,24,8/3,No,No,2,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,0,3488,,Christopher Rosales,57
3507-GASNP,United States,California,North Hollywood,91602,555-559-6320,"34.15136, -118.364786",Male,No,31,9/15,No,Yes,60,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,0,5316,,Scott Ducharme,46
8750-QWZAJ,United States,California,Orange,92867,555-970-3880,"33.81859, -117.821288",Female,No,15,8/4,Yes,Yes,70,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,0,5169,,Tammy Crutchfield,26
1814-WFGVS,United States,California,Richvale,95974,555-347-3218,"39.495768, -121.747472",Male,No,15,2/1,Yes,Yes,72,No,No phone service,,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527,0,5415,,Spencer Boisvert,39
2720-FVBQP,United States,California,Mccloud,96057,555-982-1072,"41.251322, -122.105209",Female,No,61,5/10,Yes,Yes,6,Yes,Yes,3,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,0,3061,,Beverly Ewalt,46
4154-AQUGT,United States,California,Vina,96092,555-563-6701,"39.955164, -122.018567",Male,Yes,94,10/29,Yes,No,13,Yes,No,,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,1,3861,Competitor made better offer,Consuela Abdi,73
7508-KBIMB,United States,California,Jamestown,95327,555-205-2741,"37.84771, -120.486589",Male,No,38,1/1,Yes,Yes,24,Yes,No,,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,0,3607,,Floyd Harrington,72
6194-HBGQN,United States,California,Taft,93268,555-327-4118,"35.184837, -119.402525",Male,No,20,8/24,No,No,51,Yes,Yes,4,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,0,4549,,Michael Bell,63
4588-YBNIB,United States,California,Fremont,94539,555-914-6605,"37.516791, -121.899117",Female,No,57,3/10,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,1,4205,Price too high,Chrissy Marin,99
9699-UBQFS,United States,California,Los Angeles,90065,555-401-4647,"34.108833, -118.229715",Female,Yes,81,7/29,Yes,No,43,Yes,Yes,3,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,0,4745,,Ciara Dyal,72
2984-AFWNC,United States,California,Rough And Ready,95975,555-616-2888,"39.225634, -121.156163",Female,No,34,5/11,No,No,3,Yes,No,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,0,2813,,James Teruel,36
6394-HHHZM,United States,California,Little River,95456,555-884-5221,"39.245911, -123.77214",Male,No,18,6/14,No,No,3,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,0,2011,,Candi Chu,54
6838-HVLXG,United States,California,Keyes,95328,555-185-8072,"37.555631, -120.911653",Female,No,45,7/25,No,No,12,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,0,4177,,Lester Leppla,58
3285-UCQVC,United States,California,Seaside,93955,555-510-1378,"36.625114, -121.823565",Female,No,27,6/17,No,No,37,No,No phone service,,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,1,4429,Don't know,Maxine Parker,67
8065-BVEPF,United States,California,Yorkville,95494,555-221-2796,"38.888351, -123.239647",Male,Yes,94,9/23,No,No,65,Yes,No,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,0,4574,,Mary Burkart,75
2511-MORQY,United States,California,Torrance,90502,555-908-7018,"33.833181, -118.292062",Male,No,43,6/14,Yes,No,50,Yes,Yes,4,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,0,4322,,Barbara Tweed,34
6257-RJOHI,United States,California,San Diego,92110,555-633-6126,"32.76501, -117.19938",Male,No,42,4/3,No,No,4,Yes,No,,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,0,4521,,John Johnson,73
5622-UEJFI,United States,California,Duncans Mills,95430,555-195-9174,"38.445603, -123.063756",Female,No,51,11/19,Yes,Yes,35,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,0,5070,,Gloria Herb,49
9601-BRXPO,United States,California,San Diego,92129,555-470-2574,"32.961064, -117.134917",Female,No,54,3/17,Yes,No,25,Yes,Yes,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,1,3642,Service dissatisfaction,Linda Hughes,86
7389-KBFIT,United States,California,Big Pine,93513,555-645-4602,"37.245505, -118.062943",Female,No,18,3/9,Yes,Yes,2,No,No phone service,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,0,4387,,Bryan Deitz,76
9508-ILZDG,United States,California,Dillon Beach,94929,555-774-9053,"38.24458, -122.956268",Female,Yes,96,5/21,No,No,34,Yes,Yes,3,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,0,5425,,William Robles,70
9943-VSZUV,United States,California,Alamo,94507,555-715-7309,"37.855717, -121.994813",Male,Yes,102,8/29,No,No,67,Yes,Yes,5,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,0,5823,,Katherine Chavez,79
1619-YWUBB,United States,California,Avery,95224,555-567-4046,"38.208336, -120.339938",Female,No,18,1/5,Yes,No,68,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1614.9,0,6146,,Manuel Biffle,37
5639-NTUPK,United States,California,Walnut Creek,94598,555-192-8305,"37.916648, -122.008483",Male,No,54,6/28,No,Yes,13,Yes,No,,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,0,4929,,James Jones,57
2324-AALNO,United States,California,Porterville,93257,555-694-9550,"36.008958, -118.891593",Female,No,46,1/15,No,No,48,Yes,Yes,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,0,5517,,Frederick Jackson,54
4061-UKJWL,United States,California,San Francisco,94102,555-877-5005,"37.7795, -122.419233",Male,No,26,2/2,No,No,3,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,0,3666,,Mary Issac,20
7758-UJWYS,United States,California,Millbrae,94030,555-471-9643,"37.601248, -122.403099",Male,No,27,9/17,Yes,Yes,34,No,No phone service,,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,0,3897,,Mindy Zaczek,75
1991-VOPLL,United States,California,San Marcos,92069,555-653-4299,"33.162624, -117.170863",Female,No,18,9/24,No,No,9,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,0,3248,,Darcie Dejesus,73
2867-UIMSS,United States,California,Vernalis,95385,555-577-6551,"37.609095, -121.263381",Male,No,38,11/25,No,No,1,Yes,No,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,1,2734,Product dissatisfaction,Marie Williams,76
7601-GNDYK,United States,California,Wildomar,92595,555-399-5207,"33.617108, -117.253349",Male,No,50,10/30,Yes,Yes,35,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,0,3764,,Donald Chao,24
6680-NENYN,United States,California,Pauma Valley,92061,555-853-4270,"33.313828, -116.940501",Female,No,64,12/13,No,No,43,Yes,Yes,2,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,1,5250,Lack of self-service on Website,Shannon Rivera,82
7767-UXAGJ,United States,California,Colfax,95713,555-717-6279,"39.084645, -120.894014",Male,No,41,7/31,No,No,1,Yes,Yes,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,1,2928,Competitor made better offer,Kevin Patterson,97
4927-WWOOZ,United States,California,Pacific Grove,93950,555-730-4177,"36.618337, -121.926417",Male,No,60,1/10,Yes,No,2,Yes,Yes,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,0,4889,,George Babers,36
1178-PZGAB,United States,California,Sun City,92585,555-140-5110,"33.739412, -117.173334",Female,No,43,11/4,No,No,19,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,0,5586,,Brandon Odom,77
4123-FCVCB,United States,California,Pinon Hills,92372,555-133-2080,"34.459322, -117.629729",Female,No,37,12/5,No,No,12,Yes,Yes,4,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,0,5942,,Kevin Sanford,37
2700-LUEVA,United States,California,Oakland,94618,555-182-5318,"37.84551, -122.235181",Male,No,63,2/27,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,0,2791,,Sharon Magnuson,32
6032-KRXXO,United States,California,Seiad Valley,96086,555-693-9905,"41.924174, -123.260788",Male,No,31,2/5,No,No,30,Yes,No,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,1,5654,Competitor made better offer,Robin Maher,79
4670-TABXH,United States,California,Hawthorne,90250,555-740-8673,"33.914775, -118.348083",Male,No,58,3/8,Yes,No,72,Yes,Yes,4,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,0,5791,,Mary Hinojosa,51
6048-UWKAL,United States,California,Beale Afb,95903,555-753-3838,"39.125311, -121.392283",Female,Yes,69,8/10,Yes,No,69,Yes,Yes,2,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,0,5467,,Gary Miller,94
7554-NEWDD,United States,California,Long Beach,90815,555-339-5540,"33.797638, -118.11662",Male,No,62,12/28,No,No,10,Yes,Yes,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,3611,,Amanda Duran,55
4234-XTNEA,United States,California,Irvine,92606,555-501-4899,"33.703976, -117.824172",Male,No,16,9/11,No,No,2,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,0,5213,,Danielle Staley,80
1020-JPQOW,United States,California,Angwin,94508,555-256-4656,"38.542448, -122.419923",Female,No,26,1/25,Yes,No,56,Yes,Yes,1,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,0,6161,,Alfred Weber,67
0268-QKIWO,United States,California,Pilot Hill,95664,555-553-8511,"38.803731, -121.043799",Female,No,19,6/4,No,No,3,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,1,2647,Lack of affordable download/upload speed,Kathryn Elliam,65
2499-AJYUA,United States,California,Benton,93512,555-636-3181,"37.653947, -118.231443",Female,Yes,69,4/25,Yes,No,72,Yes,Yes,2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,0,5933,,Tyrone Garrett,79
3902-FOIGH,United States,California,Doyle,96109,555-539-2400,"40.012675, -120.101857",Male,Yes,93,8/7,Yes,No,12,Yes,Yes,3,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,1,3967,Product dissatisfaction,Doris Mcclinsey,79
6353-BRMMA,United States,California,Angwin,94508,555-646-3859,"38.542448, -122.419923",Female,No,41,6/5,Yes,Yes,54,Yes,Yes,2,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,0,5795,,Todd Grey,54
5619-XZZKR,United States,California,Santa Maria,93454,555-333-3879,"34.943523, -120.256729",Male,No,42,10/12,No,No,4,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,0,2195,,Jonathon Cosby,35
6203-HBZPA,United States,California,Forestville,95436,555-102-1416,"38.499302, -122.92444",Male,No,54,3/1,No,No,52,No,No phone service,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,0,5380,,Edwin Vanetten,20
6217-KDYWC,United States,California,Lomita,90717,555-663-2724,"33.794209, -118.317354",Male,No,15,12/28,No,No,57,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,4393,,Lisa Griffin,37
2369-UAPKZ,United States,California,Meadow Vista,95722,555-804-3869,"39.003358, -121.022539",Male,No,38,8/19,No,No,5,Yes,Yes,5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,1,3131,Moved,Marie Kidd,79
9894-EZEWG,United States,California,Walnut Grove,95690,555-505-8499,"38.240419, -121.587535",Female,No,29,9/7,No,No,1,Yes,No,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,1,5996,Poor expertise of phone support,Erma Tighe,41
3452-FLHYD,United States,California,Lucerne,95458,555-444-7234,"39.141934, -122.770679",Male,No,18,9/12,Yes,No,25,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.95,495.15,0,5682,,Henry Mata,55
3544-FBCAS,United States,California,Philo,95466,555-904-7868,"39.094102, -123.500853",Female,No,58,6/28,Yes,Yes,72,Yes,Yes,1,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,0,4116,,Brittany Bruner,33
5231-FIQPA,United States,California,Beverly Hills,90211,555-592-2791,"34.063947, -118.383001",Female,No,64,8/4,No,No,41,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,0,3523,,Donna Mendez,73
7153-CHRBV,United States,California,San Andreas,95249,555-982-5546,"38.196497, -120.61689",Female,No,15,11/22,Yes,Yes,57,Yes,No,,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,0,6287,,Jack Turcotte,33
3656-TKRVZ,United States,California,Chula Vista,91910,555-669-2886,"32.636792, -117.054989",Female,No,51,3/3,No,No,3,Yes,No,,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,165.2,1,5787,Competitor offered more data,Frieda Williams,85
7722-VJRQD,United States,California,Brooks,95606,555-557-5174,"38.809804, -122.241383",Male,No,41,12/13,Yes,No,72,No,No phone service,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,0,4147,,Erica Mcdonough,27
1231-YNDEK,United States,California,Redding,96002,555-146-2679,"40.527834, -122.318749",Male,No,64,12/12,No,No,58,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,0,6339,,Velma Pettit,73
2740-JFBOK,United States,California,Lakewood,90713,555-382-3626,"33.847755, -118.112532",Male,No,32,11/6,No,No,10,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24,226.55,0,5299,,Willie Galvan,52
3411-WLRSQ,United States,California,Los Angeles,90038,555-651-5734,"34.088017, -118.327168",Female,Yes,60,9/8,Yes,No,3,Yes,No,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,0,3711,,Miguel Patterson,90
7823-JSOAG,United States,California,Sonoma,95476,555-968-8307,"38.25485, -122.461799",Male,No,53,3/12,No,No,3,Yes,Yes,4,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,0,5203,,Steven Hernandez,79
0708-SJDIS,United States,California,West Hollywood,90069,555-821-8627,"34.093781, -118.381061",Female,No,40,7/21,No,No,34,Yes,Yes,4,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65,2157.5,0,5567,,Melissa Christner,51
5858-EAFCZ,United States,California,Rialto,92377,555-968-5562,"34.156758, -117.404686",Male,No,19,2/20,No,No,1,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,0,3498,,Curtis Williams,78
8690-ZVLCL,United States,California,Los Angeles,90038,555-612-6934,"34.088017, -118.327168",Female,No,42,11/14,Yes,Yes,68,Yes,Yes,5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88,6161.9,0,5436,,Carrie Powell,20
5995-WWKKG,United States,California,Running Springs,92382,555-361-8099,"34.186211, -117.07683",Female,No,18,12/22,No,No,37,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,695.05,0,5987,,Stacy Kane,70
1670-SVOWZ,United States,California,Mira Loma,91752,555-453-9159,"33.999992, -117.535395",Female,No,29,5/4,Yes,No,14,Yes,No,,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,1,2504,Competitor offered higher download speeds,David Campos,86
2725-IWWBA,United States,California,El Cajon,92020,555-265-9553,"32.79697, -116.969082",Male,No,37,11/30,Yes,Yes,46,Yes,No,,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,0,4258,,Helen Burke,68
0616-ATFGB,United States,California,Shasta Lake,96019,555-354-1598,"40.692523, -122.369876",Male,Yes,69,6/25,Yes,No,1,No,No phone service,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,1,2119,Competitor had better devices,Carl Lopez,85
0810-BDHAW,United States,California,Chowchilla,93610,555-188-5674,"37.100948, -120.270136",Female,No,58,6/18,Yes,No,24,Yes,Yes,3,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,0,2506,,Pedro Laymon,25
4183-MYFRB,United States,California,Los Angeles,90021,555-690-4025,"34.029043, -118.239504",Female,No,65,3/26,No,No,21,Yes,No,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,5982,,Ruth Rahim,22
3199-NPKCN,United States,California,Menlo Park,94025,555-766-8562,"37.449551, -122.183762",Female,No,23,12/6,Yes,No,67,Yes,Yes,4,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,0,5649,,Marie Forbess,22
0440-QEXBZ,United States,California,Mojave,93501,555-760-2474,"35.097323, -118.171288",Female,No,35,9/23,No,No,44,Yes,Yes,5,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,0,5790,,Glen Mathews,41
4385-ZKVNW,United States,California,San Francisco,94102,555-375-4024,"37.7795, -122.419233",Male,No,21,7/6,Yes,Yes,44,Yes,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,0,4412,,Kelli Hughey,70
0774-RMNUW,United States,California,Pala,92059,555-915-1192,"33.384345, -117.072619",Female,No,26,9/11,Yes,Yes,71,No,No phone service,,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,0,6420,,Jose Atkins,62
